SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
Meadville Lombard Theological School,IL,ILLINOIS,41.87404,-87.624801,"5,230",2019,,IL,,1
Med Academy,FL,FLORIDA,25.89821,-80.353021,"5,231",2019,,FL,,1
Med-Assist School of Hawaii Inc,HI,HAWAII,21.30557,-157.861531,"5,232",2019,,HI,,1
Med-Life Institute-Kissimmee,FL,FLORIDA,28.30663,-81.437781,"5,233",2019,,FL,,1
Med-Life Institute-Lauderdale Lakes,FL,FLORIDA,26.17515,-80.202751,"5,234",2019,,FL,,1
Med-Life Institute-Naples,FL,FLORIDA,26.107177,-81.746148,"5,235",2019,,FL,,1
Medaille College,NY,NEW YORK,42.92895,-78.856569,"5,236",2019,,NY,,1
Medford High School (Massachusetts),MA,,,,"1,261",2019,HS,MA,,1
MediaTech Institute-Austin,TX,TEXAS,30.21403,-97.769091,"5,237",2019,,TX,,1
MediaTech Institute-Dallas,TX,TEXAS,32.92427,-96.902721,"5,238",2019,,TX,,1
MediaTech Institute-Houston,TX,TEXAS,29.724809,-95.568341,"5,239",2019,,TX,,1
Medical Allied Career Center,CA,CALIFORNIA,33.91871,-118.062402,"5,240",2019,,CA,,1
Medical Career & Technical College,KY,KENTUCKY,37.734796,-84.309012,"5,241",2019,,KY,,1
Medical Career Institute,NJ,NEW JERSEY,40.263786,-74.046322,"5,242",2019,,NJ,,1
Medical College of Wisconsin,WI,WISCONSIN,43.044108,-88.022698,"5,243",2019,,WI,,1
Medical Institute of Palm Beach,FL,FLORIDA,26.620478,-80.134959,"5,244",2019,,FL,,1
Medical Professional Institute,MA,MASSACHUSETTS,42.426704,-71.078341,"5,245",2019,,MA,,1
Medical Training College,LA,LOUISIANA,30.427312,-91.069449,"5,246",2019,,LA,,1
Medical University of South Carolina,SC,SOUTH CAROLINA,32.786017,-79.946853,"5,247",2019,,SC,,1
Medina County Career Center,OH,OHIO,41.155104,-81.901592,"5,248",2019,,OH,,1
Medina High School (Ohio),OH,,,,"1,262",2019,HS,OH,,1
Medina Valley High School (TX),TX,,,,"1,263",2019,HS,TX,,1
MedQuest College,KY,KENTUCKY,38.24006,-85.544941,"5,249",2019,,KY,,1
Medspa Academies,UT,UTAH,40.55681,-111.912821,"5,250",2019,,UT,,1
MedTech Institute-Atlanta Campus,GA,GEORGIA,33.899004,-84.474339,"5,251",2019,,GA,,1
Meharry Medical College,TN,TENNESSEE,36.165458,-86.807371,"5,252",2019,,TN,,1
Mehlville High School (MO),MO,,,,"1,264",2019,HS,MO,,1
Meiji University,JAPAN,JAPAN,,,"1,265",2019,JC,AZ,,1
Melbourne Central Catholic High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Memorial College of Nursing,NY,NEW YORK,42.673642,-73.750114,"5,253",2019,,NY,,1
Memorial High School (TX),TX,,,,"1,266",2019,HS,TX,,1
"Memorial High School (West New York, New Jersey)",NJ,,,,"1,267",2019,HS,NJ,,1
Memorial Hospital School of Radiation Therapy Technology,NY,NEW YORK,40.764766,-73.955729,"5,254",2019,,NY,,1
Memphis College of Art,TN,TENNESSEE,35.145874,-89.993707,"5,255",2019,,TN,,1
Memphis East High School,TN,,,,"1,268",2019,HS,TN,,1
Memphis Institute of Barbering,TN,TENNESSEE,35.158149,-90.014448,"5,256",2019,,TN,,1
Memphis Theological Seminary,TN,TENNESSEE,35.13311,-89.982653,"5,257",2019,,TN,,1
Memphis University School,TN,TENNESSEE,,,"1,269",2019,HS,TN,X,1
Mendham High School,NJ,,,,"1,270",2019,HS,NJ,,1
Mendocino College,CA,CALIFORNIA,39.19119,-123.22903,"5,258",2019,,CA,,1
Menlo College,CA,CALIFORNIA,37.453475,-122.190797,"1,271",2019,NAIA,Golden State Athletic Conference,,1
Mentor High School,OH,,,,"1,272",2019,HS,OH,,1
Merced College,CA,CALIFORNIA,37.335348,-120.476726,"5,259",2019,,CA,,1
Mercer County Career Center,PA,PENNSYLVANIA,41.250851,-80.248614,"5,260",2019,,PA,,1
Mercer County Community College,NJ,NEW JERSEY,40.254398,-74.650719,"5,261",2019,,NJ,,1
Mercer County Technical Education Center,WV,WEST VIRGINIA,37.360024,-81.104647,"5,262",2019,,WV,,1
Mercer Island,WA,,,,"1,273",2019,HS,WA,,1
Mercer Island High School,WA,,47.572,-122.218,"1,274",2019,HS,WA,,1
Mercer University,GA,GEORGIA,32.831787,-83.648295,"1,275",2019,1,Southern Conference,X,1
Mercy College,NY,NEW YORK,41.021436,-73.874571,"1,276",2019,2,East Coast Conference,X,1
Mercy College of Health Sciences,IA,IOWA,41.59432,-93.626251,"5,263",2019,,IA,,1
Mercy College of Ohio,OH,OHIO,41.657936,-83.5526,"5,264",2019,,OH,,1
Mercy Hospital School of Nursing,PA,PENNSYLVANIA,40.436584,-79.987416,"5,265",2019,,PA,,1
Mercy Hospital School of Practical Nursing-Plantation General Hospital,FL,FLORIDA,25.743109,-80.21658,"5,266",2019,,FL,,1
Mercy School of Nursing,NC,NORTH CAROLINA,35.19988,-80.838471,"5,267",2019,,NC,,1
Mercy-St Luke's School of Radiologic Technology,IA,IOWA,41.985552,-91.660609,"5,268",2019,,IA,,1
Mercyhurst University,PA,PENNSYLVANIA,42.103991,-80.055568,"1,277",2019,2,Pennsylvania State Athletic Conference,X,1
Mercyhurst University-North East Campus,PA,PENNSYLVANIA,42.219677,-79.835745,"5,269",2019,,PA,,1
Meredith College,NC,NORTH CAROLINA,35.797197,-78.689175,"5,270",2019,,NC,,1
Meredith Manor International Equestrian Center,WV,WEST VIRGINIA,39.29966,-81.400296,"5,271",2019,,WV,,1
Meridian College,FL,FLORIDA,27.380724,-82.425309,"5,272",2019,,FL,,1
Meridian Community College,MS,MISSISSIPPI,32.368097,-88.733604,"1,278",2019,HS,MS,,1
Meridian Institute of Surgical Assisting,TN,TENNESSEE,36.18843,-86.844001,"5,273",2019,,TN,,1
Meridian Technology Center,OK,OKLAHOMA,36.106981,-97.108414,"5,274",2019,,OK,,1
Merkaz Bnos-Business School,NY,NEW YORK,40.601426,-73.997124,"5,275",2019,,NY,,1
Merrell University of Beauty Arts and Science,MO,MISSOURI,38.571057,-92.198801,"5,276",2019,,MO,,1
Merrill High School,MI,,,,"1,279",2019,HS,MI,,1
Merrillville High School,IN,,,,"1,280",2019,HS,IN,,1
Merrimack College,MA,MASSACHUSETTS,42.668352,-71.124216,"1,281",2019,2,Northeast-10 Conference,,1
Merritt College,CA,CALIFORNIA,37.789088,-122.167335,"5,277",2019,,CA,,1
Merryfield School of Pet Grooming,FL,FLORIDA,26.19044,-80.129991,"5,278",2019,,FL,,1
Mesa Community College,AZ,ARIZONA,33.390323,-111.871255,"1,282",2019,JC,Arizona Community College Athletic Conference,,1
Mesabi Range College,MN,MINNESOTA,47.524554,-92.549088,"5,279",2019,,MN,,1
Mesalands Community College,NM,NEW MEXICO,35.170332,-103.736303,"5,280",2019,,NM,,1
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NY,NEW YORK,40.635169,-73.979166,"5,281",2019,,NY,,1
Mesivta Torah Vodaath Rabbinical Seminary,NY,NEW YORK,40.638251,-73.969494,"5,282",2019,,NY,,1
Mesivtha Tifereth Jerusalem of America,NY,NEW YORK,40.713812,-73.991271,"5,283",2019,,NY,,1
Mesquite High School (AZ),AZ,ARIZONA,,,"1,283",2019,HS,AZ,X,1
Messenger College,TX,TEXAS,32.8313,-97.100201,"5,284",2019,,TX,,1
Messiah College,PA,PENNSYLVANIA,40.15867,-76.988492,"1,284",2019,3,Commonwealth Conference,,1
Methodist College,IL,ILLINOIS,40.7804,-89.682864,"5,285",2019,,IL,,1
Methodist Theological School in Ohio,OH,OHIO,40.253643,-83.060146,"5,286",2019,,OH,,1
Methodist University,NC,NORTH CAROLINA,35.135058,-78.874426,"1,285",2019,3,USA South Athletic Conference,X,1
Metro Beauty Academy,PA,PENNSYLVANIA,40.56865,-75.555591,"5,287",2019,,PA,,1
Metro Business College-Cape Girardeau,MO,MISSOURI,37.333512,-89.573215,"5,288",2019,,MO,,1
Metro Business College-Jefferson City,MO,MISSOURI,38.58864,-92.250241,"5,289",2019,,MO,,1
Metro Business College-Rolla,MO,MISSOURI,37.937304,-91.754581,"5,290",2019,,MO,,1
Metro Technology Centers,OK,OKLAHOMA,35.512549,-97.478182,"5,291",2019,,OK,,1
Metropolitan College of New York,NY,NEW YORK,40.708706,-74.014702,"5,292",2019,,NY,,1
Metropolitan Community College Area,NE,NEBRASKA,41.310451,-95.957829,"5,293",2019,,NE,,1
Metropolitan Community College-Kansas City,MO,MISSOURI,39.068668,-94.58966,"1,286",2019,NAIA,HAAC,,1
Metropolitan Learning Institute,NY,NEW YORK,40.730459,-73.862296,"5,294",2019,,NY,,1
Metropolitan State University,MN,MINNESOTA,44.957256,-93.074361,"5,295",2019,,MN,,1
Metropolitan State University of Denver,CO,COLORADO,39.744202,-105.00504,"1,287",2019,2,Rocky Mountain Athletic Conference,,1
MGH Institute of Health Professions,MA,MASSACHUSETTS,42.375018,-71.054002,"5,296",2019,,MA,,1
Miami Ad School-New York,NY,NEW YORK,40.755046,-73.925071,"5,297",2019,,NY,,1
Miami Ad School-San Francisco,CA,CALIFORNIA,37.78887,-122.421708,"5,298",2019,,CA,,1
Miami Ad School-Wynwood,FL,FLORIDA,25.803,-80.204791,"5,299",2019,,FL,,1
Miami Christian School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Miami Coral Park High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Miami Dade College,FL,FLORIDA,25.777717,-80.190856,"1,288",2019,JC,Southern Conference (NJCAA),X,1
Miami Dade College-Kendall,FL,FLORIDA,25.6748,-80.3744,,2019,,,X,1
Miami Dade College-North,FL,FLORIDA,25.8771,-80.2457,,2019,,,X,1
Miami Killian Senior High School,FL,FLORIDA,25.6702,-80.3496,"1,289",2019,HS,FL,X,1
Miami Lakes Educational Center and Technical College,FL,FLORIDA,25.916128,-80.29513,"5,300",2019,,FL,,1
Miami Media School,FL,FLORIDA,25.765081,-80.193028,"5,301",2019,,FL,,1
Miami Palmetto Senior High School,FL,,,,"1,290",2019,HS,FL,,1
Miami Regional University,FL,FLORIDA,25.810667,-80.267007,"5,302",2019,,FL,,1
Miami University-Hamilton,OH,OHIO,39.377448,-84.563221,"1,292",2019,NAIA,Ohio Regional Campus Conference,,1
Miami University-Middletown,OH,OHIO,39.523776,-84.35724,"5,303",2019,,OH,,1
Miami University-Oxford,OH,OHIO,39.509642,-84.731821,"1,291",2019,1,Mid-American Conference,X,1
Miami Valley Career Technology Center,OH,OHIO,39.845399,-84.330305,"5,304",2019,,OH,,1
Miami-Jacobs Career College-Columbus,OH,OHIO,39.964155,-82.996903,"5,305",2019,,OH,,1
Miami-Jacobs Career College-Dayton,OH,OHIO,39.760706,-84.186228,"5,306",2019,,OH,,1
Miami-Jacobs Career College-Independence,OH,OHIO,41.394676,-81.646635,"5,307",2019,,OH,,1
Miami-Jacobs Career College-Springboro,OH,OHIO,39.561234,-84.262812,"5,308",2019,,OH,,1
Miami-Jacobs Career College-Troy,OH,OHIO,40.028964,-84.226144,"5,309",2019,,OH,,1
Miamisburg High School,OH,OHIO,39.6277,-84.2577,"1,293",2019,HS,OH,X,1
MIAT College of Technology,MI,MICHIGAN,42.286324,-83.445507,"5,310",2019,,MI,,1
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,NH,NEW HAMPSHIRE,42.957837,-71.476135,"5,311",2019,,NH,,1
Michigan Barber School Inc,MI,MICHIGAN,42.365023,-83.128883,"5,312",2019,,MI,,1
Michigan Career and Technical Institute,MI,MICHIGAN,42.504599,-85.517049,"5,313",2019,,MI,,1
Michigan City High School,IN,,,,"1,294",2019,HS,IN,,1
Michigan College of Beauty-Monroe,MI,MICHIGAN,41.907014,-83.407005,"5,314",2019,,MI,,1
Michigan College of Beauty-Troy,MI,MICHIGAN,42.570337,-83.12734,"5,315",2019,,MI,,1
Michigan Lutheran Seminary High School,MI,,,,"1,295",2019,HS,MI,,1
Michigan School of Professional Psychology,MI,MICHIGAN,42.491427,-83.359575,"5,316",2019,,MI,,1
Michigan State University,MI,MICHIGAN,42.73212,-84.476111,"1,296",2019,1,Big 10,X,1
Michigan State University-College of Law,MI,MICHIGAN,42.725733,-84.47352,"5,317",2019,,MI,,1
Michigan Technological University,MI,MICHIGAN,47.1183,-88.546403,"5,318",2019,,MI,,1
Mid City College,LA,LOUISIANA,30.450368,-91.131883,"5,319",2019,,LA,,1
Mid Michigan Community College,MI,MICHIGAN,43.969586,-84.763715,"5,320",2019,,MI,,1
Mid-America Christian University,OK,OKLAHOMA,35.347785,-97.578297,"1,297",2019,NAIA,Sooner Athletic Conference,,1
Mid-America College of Funeral Service,IN,INDIANA,38.310919,-85.744342,"5,321",2019,,IN,,1
Mid-America Technology Center,OK,OKLAHOMA,34.912498,-97.364174,"5,322",2019,,OK,,1
Mid-Atlantic Christian University,NC,NORTH CAROLINA,36.303765,-76.217496,"5,323",2019,,NC,,1
Mid-Del Technology Center,OK,OKLAHOMA,35.455237,-97.402578,"5,324",2019,,OK,,1
Mid-EastCTC-Adult Education,OH,OHIO,39.937192,-81.976056,"5,325",2019,,OH,,1
Mid-Plains Community College,NE,NEBRASKA,41.110429,-100.748417,"5,326",2019,,NE,,1
Mid-South Christian College,TN,TENNESSEE,35.064172,-89.911799,"5,327",2019,,TN,,1
Mid-State Technical College,WI,WISCONSIN,44.391219,-89.783449,"5,328",2019,,WI,,1
MidAmerica Nazarene University,KS,KANSAS,38.872608,-94.782586,"5,329",2019,,KS,,1
Middle Georgia State University,GA,GEORGIA,32.808092,-83.732058,"5,330",2019,,GA,X,1
Middle Tennessee Christian School,TN,,,,"1,298",2019,HS,TN,,1
Middle Tennessee School of Anesthesia Inc,TN,TENNESSEE,36.252997,-86.683396,"5,331",2019,,TN,,1
Middle Tennessee State University,TN,TENNESSEE,35.848005,-86.360618,"1,299",2019,1,Conference USA,X,1
Middlebury College,VT,VERMONT,44.009117,-73.176068,"1,300",2019,3,New England Small College Athletic Conference,,1
Middlebury Institute of International Studies at Monterey,CA,CALIFORNIA,36.599827,-121.896813,"5,332",2019,,CA,,1
Middlesex Community College,CT,CONNECTICUT,41.539516,-72.611838,"5,333",2019,,CT,,1
Middlesex County College,NJ,NEW JERSEY,40.504728,-74.366544,"5,334",2019,,NJ,,1
Middleton High School,FL,,,,"1,301",2019,HS,FL,,1
Middletown High School,OH,,,,"1,302",2019,HS,OH,,1
Middletown High School (Rhode Island),RI,,,,"1,303",2019,HS,RI,,1
Midfield Institute of Cosmetology,AL,ALABAMA,33.463987,-86.908933,"5,335",2019,,AL,,1
Midland Christian High School (TX),TX,,,,"1,304",2019,HS,TX,,1
Midland College,TX,TEXAS,32.028578,-102.10539,"1,305",2019,JC,WJCAC,,1
Midland High School (MI),MI,,,,"1,306",2019,HS,MI,,1
Midland High School (TX),TX,,31.9999,-102.0848,,2019,HS,,X,1
Midland University,NE,NEBRASKA,41.43674,-96.488008,"5,336",2019,,NE,,1
Midlands Technical College,SC,SOUTH CAROLINA,33.949325,-81.115761,"5,337",2019,,SC,,1
Midstate College,IL,ILLINOIS,40.761916,-89.598859,"5,338",2019,,IL,,1
Midway High School (TX),TX,,31.484,-97.1992,"1,307",2019,HS,TX,X,1
Midway High School (TX),TX,,31.484,-97.1992,,2019,HS,,X,1
Midway Paris Beauty School,NY,NEW YORK,40.699612,-73.909591,"5,339",2019,,NY,,1
Midway University,KY,KENTUCKY,38.144432,-84.679335,"5,340",2019,,KY,,1
Midwest College of Oriental Medicine-Evanston,IL,ILLINOIS,42.04729,-87.681544,"5,341",2019,,IL,,1
Midwest College of Oriental Medicine-Racine,WI,WISCONSIN,42.678051,-87.856679,"5,342",2019,,WI,,1
Midwest Institute,MO,MISSOURI,38.541611,-90.462497,"5,343",2019,,MO,,1
Midwest Technical Institute,IN,INDIANA,39.84739,-86.366671,"5,344",2019,,IN,,1
Midwest Technical Institute-East Peoria,IL,ILLINOIS,40.64204,-89.543521,"5,345",2019,,IL,,1
Midwest Technical Institute-Moline,IL,ILLINOIS,41.48966,-90.483941,"5,346",2019,,IL,,1
Midwest Technical Institute-Ridgeland,MS,MISSISSIPPI,32.402516,-90.178196,"5,347",2019,,MS,,1
Midwest Technical Institute-Springfield,IL,ILLINOIS,39.840996,-89.595331,"5,348",2019,,IL,,1
Midwestern Baptist Theological Seminary,MO,MISSOURI,39.185691,-94.573185,"5,349",2019,,MO,,1
Midwestern Career College,IL,ILLINOIS,41.88253,-87.637511,"5,350",2019,,IL,,1
Midwestern State University,TX,TEXAS,33.877143,-98.51774,"5,351",2019,,TX,,1
Midwestern University-Downers Grove,IL,ILLINOIS,41.828376,-88.000989,"5,352",2019,,IL,,1
Midwestern University-Glendale,AZ,ARIZONA,33.663217,-112.183556,"5,353",2019,,AZ,,1
Midwives College of Utah,UT,UTAH,40.71089,-111.857036,"5,354",2019,,UT,,1
Mifflin County Academy of Science and Technology,PA,PENNSYLVANIA,40.605321,-77.554092,"5,355",2019,,PA,,1
Milan Institute of Cosmetology-Amarillo,TX,TEXAS,35.185026,-101.80878,"5,356",2019,,TX,,1
Milan Institute of Cosmetology-El Paso,TX,TEXAS,31.74882,-106.301481,"5,357",2019,,TX,,1
Milan Institute of Cosmetology-Fairfield,CA,CALIFORNIA,38.248448,-122.0455,"5,358",2019,,CA,,1
Milan Institute of Cosmetology-La Quinta,CA,CALIFORNIA,33.711954,-116.288341,"5,359",2019,,CA,,1
Milan Institute of Cosmetology-Reno,NV,NEVADA,39.485964,-119.788456,"5,360",2019,,NV,,1
Milan Institute of Cosmetology-San Antonio Military,TX,TEXAS,29.358223,-98.500563,"5,361",2019,,TX,,1
Milan Institute of Cosmetology-Visalia,CA,CALIFORNIA,36.301861,-119.309922,"5,362",2019,,CA,,1
Milan Institute-Amarillo,TX,TEXAS,35.18633,-101.914861,"5,363",2019,,TX,,1
Milan Institute-Bakersfield,CA,CALIFORNIA,35.385513,-119.023088,"5,364",2019,,CA,,1
Milan Institute-Bakersfield West,CA,CALIFORNIA,35.388152,-119.038111,"5,365",2019,,CA,,1
Milan Institute-Clovis,CA,CALIFORNIA,36.822404,-119.795645,"5,366",2019,,CA,,1
Milan Institute-Las Vegas,NV,NEVADA,36.16159,-115.170333,"5,367",2019,,NV,,1
Milan Institute-Merced,CA,CALIFORNIA,37.322518,-120.481067,"5,368",2019,,CA,,1
Milan Institute-Nampa,ID,IDAHO,43.600244,-116.594362,"5,369",2019,,ID,,1
Milan Institute-Palm Desert,CA,CALIFORNIA,33.783343,-116.353268,"5,370",2019,,CA,,1
Milan Institute-San Antonio Ingram,TX,TEXAS,29.4637,-98.624911,"5,371",2019,,TX,,1
Milan Institute-Sparks,NV,NEVADA,39.525226,-119.758848,"5,372",2019,,NV,,1
Milan Institute-Visalia,CA,CALIFORNIA,36.27164,-119.312151,"5,373",2019,,CA,,1
Mildred Elley School-Albany Campus,NY,NEW YORK,42.68026,-73.790212,"5,374",2019,,NY,,1
Mildred Elley-New York Campus,NY,NEW YORK,40.70545,-74.013811,"5,375",2019,,NY,,1
Mildred Elley-Pittsfield Campus,MA,MASSACHUSETTS,42.4491,-73.256461,"5,376",2019,,MA,,1
Miles College,AL,ALABAMA,33.481306,-86.908605,"5,377",2019,,AL,,1
Miles Community College,MT,MONTANA,46.404636,-105.826609,"5,378",2019,,MT,,1
Milford High School,,,,,"1,308",2019,HS,,,1
Mill Creek High School,GA,,,,"1,309",2019,HS,GA,,1
Mill Valley High School (KS),KS,KANSAS,39.0202,-94.8409,"1,310",2019,HS,KS,X,1
Millbrook High School (Virginia),VA,,,,"1,311",2019,HS,VA,,1
Millburn High School,NJ,,,,"1,312",2019,HS,NJ,,1
Millennia Atlantic University,FL,FLORIDA,25.8082,-80.352671,"5,379",2019,,FL,,1
Millennium Training Institute,MA,MASSACHUSETTS,42.495839,-71.127076,"5,380",2019,,MA,,1
Miller Academy of Albemarle,VA,,,,"1,313",2019,HS,VA,,1
Miller-Motte College-Cary,NC,NORTH CAROLINA,35.755124,-78.740708,"5,381",2019,,NC,,1
Miller-Motte College-Fayetteville,NC,NORTH CAROLINA,35.11096,-78.88167,"5,382",2019,,NC,,1
Miller-Motte College-Greenville,NC,NORTH CAROLINA,35.598529,-77.400858,"5,383",2019,,NC,,1
Miller-Motte College-Jacksonville,NC,NORTH CAROLINA,34.753428,-77.41384,"5,384",2019,,NC,,1
Miller-Motte College-Raleigh,NC,NORTH CAROLINA,35.835536,-78.585643,"5,385",2019,,NC,,1
Miller-Motte College-Wilmington,NC,NORTH CAROLINA,34.242761,-77.882359,"5,386",2019,,NC,,1
Miller-Motte Technical College-Augusta,GA,GEORGIA,33.49521,-82.086981,"5,387",2019,,GA,,1
Miller-Motte Technical College-Charleston,SC,SOUTH CAROLINA,32.953274,-80.044585,"5,388",2019,,SC,,1
Miller-Motte Technical College-Chattanooga,TN,TENNESSEE,35.0346,-85.178871,"5,389",2019,,TN,,1
Miller-Motte Technical College-Clarksville,TN,TENNESSEE,36.553344,-87.32869,"5,390",2019,,TN,,1
Miller-Motte Technical College-Columbus,GA,GEORGIA,32.48008,-84.936311,"5,391",2019,,GA,,1
Miller-Motte Technical College-Conway,SC,SOUTH CAROLINA,33.788822,-78.993461,"5,392",2019,,SC,,1
Miller-Motte Technical College-Gulfport,MS,MISSISSIPPI,30.460138,-89.102104,"5,393",2019,,MS,,1
Miller-Motte Technical College-Lynchburg,VA,VIRGINIA,37.375746,-79.226263,"5,394",2019,,VA,,1
Miller-Motte Technical College-Macon,GA,GEORGIA,32.89776,-83.686921,"5,395",2019,,GA,,1
Miller-Motte Technical College-Madison,TN,TENNESSEE,36.2877,-86.703291,"5,396",2019,,TN,,1
Miller-Motte Technical College-Roanoke,VA,VIRGINIA,37.231272,-79.9779,"5,397",2019,,VA,,1
Millersville University of Pennsylvania,PA,PENNSYLVANIA,40.000337,-76.357381,"1,314",2019,2,Pennsylvania State Athletic Conference,X,1
Milligan College,TN,TENNESSEE,36.300147,-82.29407,"1,315",2019,NAIA,Appalachian Athletic Conference,,1
Millikin University,IL,ILLINOIS,39.842604,-88.974571,"5,398",2019,,IL,,1
Mills College,CA,CALIFORNIA,37.782639,-122.18789,"5,399",2019,,CA,,1
Mills E Godwin High School (VA),VA,VIRGINIA,37.6185,-77.603,,2019,HS,,X,1
Millsaps College,MS,MISSISSIPPI,32.3231,-90.178084,"5,400",2019,,MS,,1
Milton High School (Georgia),GA,GEORGIA,34.0992,-84.3362,"1,316",2019,HS,GA,X,1
Milton High School (Massachusetts),MA,,,,"1,317",2019,HS,MA,,1
Milwaukee Area Technical College,WI,WISCONSIN,43.04359,-87.920818,"1,318",2019,JC,Illinois N4C Conference,,1
Milwaukee Career College,WI,WISCONSIN,43.074192,-88.048714,"5,401",2019,,WI,,1
Milwaukee Institute of Art & Design,WI,WISCONSIN,43.030917,-87.907925,"5,402",2019,,WI,,1
Milwaukee School of Engineering,WI,WISCONSIN,43.045364,-87.907691,"1,319",2019,3,Northern Athletics Collegiate Conference,,1
Mims Classic Beauty College,TX,TEXAS,29.494868,-98.507836,"5,403",2019,,TX,,1
Mind Body Institute,TN,TENNESSEE,36.21936,-86.697101,"5,404",2019,,TN,,1
Mineral Area College,MO,MISSOURI,37.845199,-90.481847,"5,405",2019,,MO,X,1
Mineral County Vocational Technical Center,WV,WEST VIRGINIA,39.427976,-78.987462,"5,406",2019,,WV,,1
Mingo Extended Learning Center,WV,WEST VIRGINIA,37.677016,-82.176972,"5,407",2019,,WV,,1
Minneapolis Business College,MN,MINNESOTA,45.005272,-93.173351,"5,408",2019,,MN,,1
Minneapolis College of Art and Design,MN,MINNESOTA,44.956988,-93.274694,"5,409",2019,,MN,,1
